Record Length,2.500000e+03,,   0.000000000000,  -0.00080,
Sample Interval,2.000000e-02,,   0.020000000000,  -0.00060,
Trigger Point,0.000000000000e+00,,   0.040000000000,  -0.00060,
,,,   0.060000000000,  -0.00160,
,,,   0.080000000000,  -0.00060,
,,,   0.100000000000,  -0.00060,
Source,CH2,,   0.120000000000,  -0.00060,
Vertical Units,V,,   0.140000000000,  -0.00040,
Vertical Scale,5.000000e-03,,   0.160000000000,  -0.00040,
Vertical Offset,-1.560000e-02,,   0.180000000000,  -0.00120,
Horizontal Units,s,,   0.200000000000,  -0.00080,
Horizontal Scale,5.000000e+00,,   0.220000000000,  -0.01000,
Pt Fmt,Y,,   0.240000000000,  -0.01000,
Yzero,0.000000e+00,,   0.260000000000,  -0.01000,
Probe Atten,1.000000e+00,,   0.280000000000,  -0.01000,
Model Number,TBS1064,,   0.300000000000,  -0.01000,
Serial Number,C011001,,   0.320000000000,  -0.01000,
Firmware Version,FV:v26.05,,   0.340000000000,  -0.01000,
,,,0.360000000000,  -0.01000,
,,,0.380000000000,  -0.01000,
,,,0.400000000000,  -0.01000,
,,,0.420000000000,  -0.01000,
,,,0.440000000000,  -0.01000,
,,,0.460000000000,  -0.01000,
,,,0.480000000000,  -0.01000,
,,,0.500000000000,  -0.01000,
,,,0.520000000000,  -0.01000,
,,,0.540000000000,  -0.01000,
,,,0.560000000000,  -0.01000,
,,,0.580000000000,  -0.01000,
,,,0.600000000000,  -0.01000,
,,,0.620000000000,  -0.01000,
,,,0.640000000000,  -0.01000,
,,,0.660000000000,  -0.01000,
,,,0.680000000000,  -0.01000,
,,,0.700000000000,  -0.01000,
,,,0.720000000000,  -0.01000,
,,,0.740000000000,  -0.01000,
,,,0.760000000000,  -0.01000,
,,,0.780000000000,  -0.01000,
,,,0.800000000000,  -0.01000,
,,,0.820000000000,  -0.01000,
,,,0.840000000000,  -0.01000,
,,,0.860000000000,  -0.01000,
,,,0.880000000000,  -0.01000,
,,,0.900000000000,  -0.01000,
,,,0.920000000000,  -0.01000,
,,,0.940000000000,  -0.01000,
,,,0.960000000000,  -0.01000,
,,,0.980000000000,  -0.01000,
,,,1.000000000000,  -0.01000,
,,,1.020000000000,  -0.01000,
,,,1.040000000000,  -0.01000,
,,,1.060000000000,  -0.01000,
,,,1.080000000000,  -0.01000,
,,,1.100000000000,  -0.01000,
,,,1.120000000000,  -0.01000,
,,,1.140000000000,  -0.01000,
,,,1.160000000000,  -0.01000,
,,,1.180000000000,  -0.01000,
,,,1.200000000000,  -0.01000,
,,,1.220000000000,  -0.01000,
,,,1.240000000000,  -0.01000,
,,,1.260000000000,  -0.01000,
,,,1.280000000000,  -0.01000,
,,,1.300000000000,  -0.01000,
,,,1.320000000000,  -0.01000,
,,,1.340000000000,  -0.01000,
,,,1.360000000000,  -0.01000,
,,,1.380000000000,  -0.01000,
,,,1.400000000000,  -0.01000,
,,,1.420000000000,  -0.01000,
,,,1.440000000000,  -0.01000,
,,,1.460000000000,  -0.01000,
,,,1.480000000000,  -0.01000,
,,,1.500000000000,  -0.01000,
,,,1.520000000000,  -0.01000,
,,,1.540000000000,  -0.01000,
,,,1.560000000000,  -0.01000,
,,,1.580000000000,  -0.01000,
,,,1.600000000000,  -0.01000,
,,,1.620000000000,  -0.01000,
,,,1.640000000000,  -0.01000,
,,,1.660000000000,  -0.01000,
,,,1.680000000000,  -0.01000,
,,,1.700000000000,  -0.01000,
,,,1.720000000000,  -0.01000,
,,,1.740000000000,  -0.01000,
,,,1.760000000000,  -0.01000,
,,,1.780000000000,  -0.01000,
,,,1.800000000000,  -0.01000,
,,,1.820000000000,  -0.01000,
,,,1.840000000000,  -0.01000,
,,,1.860000000000,  -0.01000,
,,,1.880000000000,  -0.01000,
,,,1.900000000000,  -0.01000,
,,,1.920000000000,  -0.01000,
,,,1.940000000000,  -0.01000,
,,,1.960000000000,  -0.01000,
,,,1.980000000000,  -0.01000,
,,,2.000000000000,  -0.01000,
,,,2.020000000000,  -0.01000,
